"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 11- 26","34.6085","34.5350","34.7640","34.4696","","0.18%"
"2024- 11- 25","34.5452","34.5191","34.7757","34.2747","","0.01%"
"2024- 11- 22","34.5434","34.4891","34.7063","34.3408","","0.25%"
"2024- 11- 21","34.4565","34.4632","34.6381","34.3332","","0.04%"
"2024- 11- 20","34.4415","34.4768","34.6248","34.3434","","0.41%"
"2024- 11- 19","34.3000","34.5272","34.8820","34.3610","","-0.63%"
"2024- 11- 18","34.5181","34.4322","34.7108","34.2906","","0.29%"
"2024- 11- 15","34.4185","34.3375","34.8946","34.2240","","0.29%"
"2024- 11- 14","34.3182","34.3552","34.4736","34.1694","","-0.09%"
"2024- 11- 13","34.3501","34.3467","34.4876","34.1638","","0.01%"
"2024- 11- 12","34.3465","34.3367","34.4976","34.1992","","0.09%"
"2024- 11- 11","34.3169","34.3530","34.4873","34.2346","","-0.16%"
"2024- 11- 08","34.3722","34.2345","34.5486","34.1365","","0.45%"
"2024- 11- 07","34.2177","34.2074","34.3238","34.0854","","0.09%"
"2024- 11- 06","34.1862","34.3167","34.4754","34.0922","","-0.37%"
"2024- 11- 05","34.3118","34.3460","34.4545","34.1646","","-0.06%"
"2024- 11- 04","34.3337","34.3250","34.4682","34.2238","","0.09%"
"2024- 11- 01","34.3020","34.2555","34.5047","34.1385","","0.14%"
"2024- 10- 31","34.2540","34.2475","34.3947","34.1388","","0.15%"
"2024- 10- 30","34.2044","34.2710","34.3490","34.0490","","-0.15%"
"2024- 10- 29","34.2554","34.3018","34.3630","34.1721","","-0.08%"
"2024- 10- 28","34.2822","34.2873","34.4432","34.1380","","0.00%"
"2024- 10- 25","34.2827","34.2520","34.4622","34.1135","","0.19%"
"2024- 10- 24","34.2181","34.2843","34.3840","34.1265","","-0.10%"
"2024- 10- 23","34.2527","34.2559","34.4300","34.1087","","0.05%"
"2024- 10- 22","34.2357","34.2115","34.3266","34.1408","","0.42%"
"2024- 10- 21","34.0920","34.2374","34.4857","34.0303","","0.31%"
"2024- 10- 18","33.9850","34.1302","34.4888","34.0139","","-0.41%"
"2024- 10- 17","34.1245","34.1724","34.2895","34.0224","","-0.10%"
"2024- 10- 16","34.1594","34.2123","34.4188","33.9230","","-0.03%"
"2024- 10- 15","34.1692","34.2690","34.5386","34.0721","","-0.26%"
"2024- 10- 14","34.2569","34.2895","34.4190","34.1573","","0.04%"
"2024- 10- 11","34.2442","34.1856","34.4724","34.0838","","0.27%"
"2024- 10- 10","34.1519","34.2351","34.3665","34.0811","","-0.17%"
"2024- 10- 09","34.2087","34.2623","34.3422","34.1223","","-0.09%"
"2024- 10- 08","34.2407","34.2630","34.3532","34.0505","","0.02%"
"2024- 10- 07","34.2350","34.2529","34.3763","34.1376","","-0.04%"
"2024- 10- 04","34.2500","34.1309","34.4154","34.0084","","0.42%"
"2024- 10- 03","34.1055","34.2168","34.3297","34.0047","","-0.22%"
"2024- 10- 02","34.1819","34.2126","34.2947","33.9937","","-0.07%"
"2024- 10- 01","34.2057","34.1863","34.3672","34.0627","","0.13%"
"2024- 09- 30","34.1605","34.1699","34.3536","34.0014","","0.00%"
"2024- 09- 27","34.1615","34.1525","34.3205","34.0017","","0.06%"
"2024- 09- 26","34.1398","34.1380","34.2794","33.9700","","0.10%"
"2024- 09- 25","34.1064","34.1219","34.2245","34.0075","","-0.02%"
"2024- 09- 24","34.1137","34.1272","34.2700","33.9810","","-0.02%"
"2024- 09- 23","34.1189","34.1030","34.3298","33.9398","","0.08%"
"2024- 09- 20","34.0926","34.0299","34.1842","33.9458","","0.20%"
"2024- 09- 19","34.0253","34.0701","34.2141","33.8847","","-0.13%"
"2024- 09- 18","34.0687","34.0812","34.1920","33.9461","","-0.03%"
"2024- 09- 17","34.0795","33.9977","34.1527","33.8829","","0.30%"
"2024- 09- 16","33.9779","33.9234","34.2140","33.6661","","0.30%"
"2024- 09- 13","33.8762","33.9083","34.0761","33.7585","","-0.10%"
"2024- 09- 12","33.9086","33.9865","34.0667","33.8085","","-0.17%"
"2024- 09- 11","33.9678","34.0369","34.1283","33.8703","","-0.13%"
"2024- 09- 10","34.0122","34.0627","34.1892","33.9322","","-0.07%"
"2024- 09- 09","34.0361","33.9945","34.2093","33.8147","","0.25%"
"2024- 09- 06","33.9505","33.9501","34.1477","33.8155","","0.09%"
"2024- 09- 05","33.9195","34.0042","34.1563","33.8358","","-0.19%"
"2024- 09- 04","33.9857","34.0033","34.1315","33.8690","","0.04%"
"2024- 09- 03","33.9735","33.8821","34.0725","33.7706","","0.28%"
"2024- 09- 02","33.8799","34.0452","34.1537","33.7450","","-0.56%"
"2024- 08- 30","34.0711","34.0710","34.1739","33.9958","","0.00%"
"2024- 08- 29","34.0694","34.0567","34.2712","33.8625","","0.11%"
"2024- 08- 28","34.0312","34.0194","34.4742","33.9104","","0.09%"
"2024- 08- 27","34.0006","34.0010","34.0882","33.8925","","0.09%"
"2024- 08- 26","33.9691","33.9919","34.0896","33.7980","","0.03%"
"2024- 08- 23","33.9588","33.9065","34.0559","33.7948","","0.74%"
"2024- 08- 22","33.7100","33.8767","34.0038","33.7816","","-0.36%"
"2024- 08- 21","33.8313","33.8858","34.0490","33.7807","","-0.08%"
"2024- 08- 20","33.8575","33.7020","33.9736","33.6469","","0.86%"
"2024- 08- 19","33.5690","33.6752","33.8088","33.5615","","-0.28%"
"2024- 08- 16","33.6632","33.6392","33.9940","33.5339","","0.18%"
"2024- 08- 15","33.6042","33.6095","33.7179","33.4868","","0.01%"
"2024- 08- 14","33.5992","33.5393","33.6825","33.4212","","0.21%"
"2024- 08- 13","33.5301","33.4950","33.6460","33.3650","","0.48%"
"2024- 08- 12","33.3700","33.5291","33.6455","33.4043","","-0.34%"
"2024- 08- 09","33.4839","33.5191","33.6470","33.3735","","-0.04%"
"2024- 08- 08","33.4959","33.4729","33.6085","33.3699","","0.20%"
"2024- 08- 07","33.4293","33.6010","33.7030","33.3667","","-0.42%"
"2024- 08- 06","33.5696","33.3534","33.7718","33.1576","","0.73%"
"2024- 08- 05","33.3248","33.2248","33.4689","33.1530","","0.47%"
"2024- 08- 02","33.1680","33.1137","33.3339","33.0242","","0.25%"
"2024- 08- 01","33.0853","33.1509","33.2387","32.9846","","-0.17%"
"2024- 07- 31","33.1401","33.0888","33.2641","33.0180","","0.18%"
"2024- 07- 30","33.0794","33.0810","33.1705","32.9571","","0.10%"
"2024- 07- 29","33.0458","32.9600","33.2287","32.8288","","0.43%"
"2024- 07- 26","32.9042","32.9500","33.1946","32.8027","","-0.13%"
"2024- 07- 25","32.9480","32.8225","33.1779","32.7557","","0.51%"
"2024- 07- 24","32.7792","32.8516","32.9824","32.7294","","-0.22%"
"2024- 07- 23","32.8527","32.9115","33.1357","32.6804","","-0.17%"
"2024- 07- 22","32.9085","33.0002","33.2234","32.7612","","-0.44%"
"2024- 07- 19","33.0549","33.0739","33.2333","32.8955","","0.02%"
"2024- 07- 18","33.0488","33.0807","33.1745","32.9744","","0.00%"
"2024- 07- 17","33.0502","33.0522","33.2932","32.9619","","-0.01%"
"2024- 07- 16","33.0531","32.9971","33.1473","32.9128","","0.26%"
"2024- 07- 15","32.9686","33.0088","33.1539","32.9186","","-0.16%"
"2024- 07- 12","33.0214","32.8321","33.1271","32.7682","","0.67%"
"2024- 07- 11","32.8013","32.8614","33.0121","32.7329","","-0.17%"
"2024- 07- 10","32.8564","32.8732","33.0793","32.7443","","0.12%"
"2024- 07- 09","32.8170","32.6861","33.0338","32.6143","","0.44%"
"2024- 07- 08","32.6745","32.6750","32.8695","32.4850","","0.12%"
"2024- 07- 05","32.6350","32.5779","32.8740","32.4780","","0.38%"
"2024- 07- 04","32.5130","32.5514","32.6390","32.4105","","-0.07%"
"2024- 07- 03","32.5342","32.5494","32.6963","32.4030","","-0.04%"
"2024- 07- 02","32.5470","32.6550","32.7721","32.4418","","-0.25%"
"2024- 07- 01","32.6297","32.7728","32.8680","32.5291","","-0.06%"
"2024- 06- 28","32.6485","32.8650","33.0728","32.5850","","-0.47%"
"2024- 06- 27","32.8041","32.8446","32.9963","32.7326","","-0.10%"
"2024- 06- 26","32.8379","32.9544","33.0616","32.7100","","-0.25%"
"2024- 06- 25","32.9206","32.9192","33.0637","32.7925","","0.01%"
"2024- 06- 24","32.9169","32.8162","32.9703","32.6834","","0.26%"
"2024- 06- 21","32.8322","32.8079","32.9660","32.6775","","0.08%"
"2024- 06- 20","32.8060","32.5269","32.9230","32.4162","","0.93%"
"2024- 06- 19","32.5024","32.3704","32.7327","32.3704","","0.05%"
"2024- 06- 18","32.4853","32.8157","32.9141","32.4829","","-0.92%"
"2024- 06- 17","32.7859","32.7267","32.9220","32.6717","","0.49%"
"2024- 06- 14","32.6273","32.3116","32.8767","32.2826","","1.08%"
"2024- 06- 13","32.2788","32.3067","32.4276","32.1573","","-0.09%"
"2024- 06- 12","32.3064","32.3602","32.4374","32.1871","","-0.05%"
"2024- 06- 11","32.3221","32.3747","32.4763","32.2380","","-0.05%"
"2024- 06- 10","32.3374","32.4275","32.5784","32.1580","","0.29%"
"2024- 06- 07","32.2430","32.2367","32.5483","32.1185","","0.03%"
"2024- 06- 06","32.2319","32.2566","32.4100","32.0546","","0.00%"
"2024- 06- 05","32.2303","32.5830","32.7046","32.1248","","-1.06%"
"2024- 06- 04","32.5745","32.1878","32.6791","32.0570","","1.26%"
"2024- 06- 03","32.1678","32.2267","32.3203","32.0892","","-0.20%"
"2024- 05- 31","32.2322","32.2118","32.5459","32.0631","","0.09%"
"2024- 05- 30","32.2042","32.2560","32.4617","32.1135","","0.07%"
"2024- 05- 29","32.1825","32.2345","32.3707","32.1052","","-0.16%"
"2024- 05- 28","32.2335","32.1198","32.3315","31.9362","","0.33%"
"2024- 05- 27","32.1282","32.2136","32.3523","31.9307","","-0.22%"
"2024- 05- 24","32.2003","32.1861","32.3366","32.0480","","0.13%"
"2024- 05- 23","32.1585","32.1970","32.2805","32.0602","","-0.09%"
"2024- 05- 22","32.1861","32.1970","32.5462","32.0712","","0.20%"
"2024- 05- 21","32.1226","32.2090","32.3077","32.0694","","-0.03%"
"2024- 05- 20","32.1327","32.2850","32.3391","32.0275","","-0.20%"
"2024- 05- 17","32.1987","32.2763","32.4090","32.0647","","-0.23%"
"2024- 05- 16","32.2716","32.1645","32.3326","32.0385","","0.35%"
"2024- 05- 15","32.1600","32.2823","32.3845","32.0811","","-0.33%"
"2024- 05- 14","32.2659","32.2024","32.3840","32.0204","","-0.03%"
"2024- 05- 13","32.2740","32.2167","32.4631","32.0622","","0.23%"
"2024- 05- 10","32.1989","32.2861","32.3941","32.0695","","-0.12%"
"2024- 05- 09","32.2380","32.2475","32.4198","32.0457","","0.04%"
"2024- 05- 08","32.2239","32.2688","32.5808","32.1358","","-0.09%"
"2024- 05- 07","32.2515","32.2605","32.3730","32.1167","","-0.03%"
"2024- 05- 06","32.2624","32.3452","32.6051","32.1196","","-0.22%"
"2024- 05- 03","32.3346","32.3741","32.5275","32.1666","","0.10%"
"2024- 05- 02","32.3014","32.4850","32.5266","32.2183","","-0.48%"
"2024- 05- 01","32.4565","32.4148","32.5776","32.3353","","0.17%"
"2024- 04- 30","32.4007","32.5064","32.5480","32.1792","","-0.05%"
"2024- 04- 29","32.4153","32.5080","32.6239","32.1731","","0.04%"
"2024- 04- 26","32.4036","32.5183","32.6520","32.3056","","-0.34%"
"2024- 04- 25","32.5152","32.5510","32.6549","32.3826","","-0.07%"
"2024- 04- 24","32.5393","32.5533","32.6311","32.3922","","0.15%"
"2024- 04- 23","32.4915","32.5415","32.6901","32.4240","","0.02%"
"2024- 04- 22","32.4862","32.4992","32.6946","32.3508","","-0.02%"
"2024- 04- 19","32.4941","32.5279","32.8862","32.2980","","-0.09%"
"2024- 04- 18","32.5224","32.4218","32.5914","32.3394","","0.43%"
"2024- 04- 17","32.3816","32.4980","32.6702","32.3278","","-0.01%"
"2024- 04- 16","32.3857","32.4213","32.5764","32.3056","","-0.05%"
"2024- 04- 15","32.4013","32.3640","32.6287","32.1775","","0.17%"
"2024- 04- 12","32.3468","32.3046","33.0275","32.0924","","0.15%"
"2024- 04- 11","32.2996","32.3009","32.4228","32.1609","","0.07%"
"2024- 04- 10","32.2779","32.2318","32.3985","32.1253","","0.02%"
"2024- 04- 09","32.2706","32.0396","32.3697","31.9622","","0.92%"
"2024- 04- 08","31.9764","32.0303","32.2547","31.8024","","-0.19%"
"2024- 04- 05","32.0374","31.9115","32.1277","31.7528","","0.52%"
"2024- 04- 04","31.8703","31.9492","32.0345","31.7744","","-0.24%"
"2024- 04- 03","31.9485","32.0279","32.1955","31.8378","","-0.30%"
"2024- 04- 02","32.0436","32.1027","32.4115","31.8862","","-0.10%"
"2024- 04- 01","32.0750","32.3469","32.5582","31.4914","","-0.84%"
"2024- 03- 29","32.3460","32.3441","32.6438","32.1479","","0.13%"
"2024- 03- 28","32.3045","32.2850","32.4294","32.1939","","0.18%"
"2024- 03- 27","32.2459","32.1829","32.3353","32.0572","","0.22%"
"2024- 03- 26","32.1737","32.1471","32.2762","32.0561","","0.18%"
"2024- 03- 25","32.1146","32.0013","32.2793","31.8147","","0.32%"
"2024- 03- 22","32.0132","32.0734","32.3213","31.7126","","-0.05%"
"2024- 03- 21","32.0294","32.3923","32.4972","31.6630","","-0.39%"
"2024- 03- 20","32.1558","32.3604","32.5024","32.1390","","-0.63%"
"2024- 03- 19","32.3583","32.3118","32.5760","32.2323","","0.35%"
"2024- 03- 18","32.2460","32.1168","32.5624","32.0715","","0.41%"
"2024- 03- 15","32.1144","32.1487","32.4403","32.0098","","-0.09%"
"2024- 03- 14","32.1441","32.0840","32.2877","31.8960","","0.74%"
"2024- 03- 13","31.9074","32.0639","32.6026","31.9595","","-0.38%"
"2024- 03- 12","32.0278","32.0233","32.1668","31.9360","","0.26%"
"2024- 03- 11","31.9448","31.8216","32.1325","31.8078","","0.33%"
"2024- 03- 08","31.8400","31.8627","32.0261","31.6679","","-0.07%"
"2024- 03- 07","31.8612","31.7579","31.9315","31.6907","","0.45%"
"2024- 03- 06","31.7191","31.6781","31.9672","31.5753","","0.30%"
"2024- 03- 05","31.6239","31.5641","31.8018","31.4816","","0.19%"
"2024- 03- 04","31.5636","31.4082","31.7748","31.3039","","0.81%"
"2024- 03- 01","31.3099","31.2395","31.4860","31.1581","","0.39%"
"2024- 02- 29","31.1883","31.2055","31.3424","31.1033","","0.06%"
"2024- 02- 28","31.1695","31.1457","31.4385","31.0555","","0.31%"
"2024- 02- 27","31.0735","31.1172","31.3771","31.0280","","0.10%"
"2024- 02- 26","31.0430","31.0610","31.3678","30.9853","","0.25%"
"2024- 02- 23","30.9651","30.7327","31.1714","30.7241","","0.28%"
"2024- 02- 22","30.8793","30.9886","31.1350","30.6468","","-0.09%"
"2024- 02- 21","30.9057","30.9240","31.2150","30.8195","","0.02%"
"2024- 02- 20","30.8981","30.8472","31.1185","30.7502","","0.28%"
"2024- 02- 19","30.8121","30.8450","30.9900","30.6877","","-0.02%"
"2024- 02- 16","30.8182","30.7504","30.9060","30.6413","","0.33%"
"2024- 02- 15","30.7180","30.7490","31.1329","30.4871","","-0.05%"
"2024- 02- 14","30.7349","30.7208","30.9395","30.6238","","0.07%"
"2024- 02- 13","30.7148","30.7166","30.8037","30.5391","","0.24%"
"2024- 02- 12","30.6403","30.6733","30.8100","30.5246","","0.27%"
"2024- 02- 09","30.5580","30.6012","30.7994","30.1707","","-0.04%"
"2024- 02- 08","30.5696","30.5735","30.6930","30.4075","","0.10%"
"2024- 02- 07","30.5401","30.4050","30.7238","30.3687","","0.70%"
"2024- 02- 06","30.3276","30.5420","30.8417","30.2846","","-0.68%"
"2024- 02- 05","30.5341","30.5016","30.7049","30.3659","","0.44%"
"2024- 02- 02","30.3990","30.3442","30.6622","30.2866","","0.43%"
"2024- 02- 01","30.2700","30.3406","30.4545","30.2330","","-0.15%"
"2024- 01- 31","30.3151","30.3426","30.4685","30.1420","","-0.03%"
"2024- 01- 30","30.3239","30.3438","30.4860","30.2433","","0.04%"
"2024- 01- 29","30.3123","30.2575","30.4476","30.1751","","0.13%"
"2024- 01- 26","30.2743","30.2638","30.6496","29.9272","","0.13%"
"2024- 01- 25","30.2347","30.2318","30.3659","30.1398","","0.02%"
"2024- 01- 24","30.2285","30.2778","30.4284","29.9869","","0.03%"
"2024- 01- 23","30.2182","30.2691","30.4130","29.9452","","0.00%"
"2024- 01- 22","30.2192","30.2091","30.3144","30.1117","","0.06%"
"2024- 01- 19","30.2017","30.1300","30.3146","30.0555","","0.30%"
"2024- 01- 18","30.1101","30.1309","30.2719","30.0226","","0.06%"
"2024- 01- 17","30.0906","30.0922","30.2140","30.0015","","0.25%"
"2024- 01- 16","30.0168","30.0814","30.3616","29.7918","","-0.19%"
"2024- 01- 15","30.0743","30.0753","30.2442","29.8075","","0.04%"
"2024- 01- 12","30.0636","30.0073","30.5469","29.9095","","0.33%"
"2024- 01- 11","29.9642","29.9700","30.0767","29.7243","","0.04%"
"2024- 01- 10","29.9519","29.9464","30.0480","29.8230","","0.29%"
"2024- 01- 09","29.8658","29.8944","30.0215","29.8105","","-0.03%"
"2024- 01- 08","29.8761","29.8248","29.9806","29.7125","","0.19%"
"2024- 01- 05","29.8202","29.7527","29.9391","29.6860","","0.24%"
"2024- 01- 04","29.7490","29.7764","29.9119","29.6513","","0.19%"
"2024- 01- 03","29.6927","29.7346","29.9611","29.6475","","0.05%"
"2024- 01- 02","29.6770","29.5648","29.8270","29.5125","","0.48%"
"2024- 01- 01","29.5364","29.4477","29.6600","29.4477","","0.20%"
"2023- 12- 29","29.4766","29.4308","29.7808","29.1931","","0.23%"
"2023- 12- 28","29.4094","29.3471","29.5333","29.2971","","0.12%"
"2023- 12- 27","29.3733","29.2461","29.4710","29.1500","","0.65%"
"2023- 12- 26","29.1831","29.3193","29.4013","29.1380","","-0.22%"
"2023- 12- 25","29.2464","29.1425","29.3682","28.9514","","0.17%"
"2023- 12- 22","29.1982","29.1417","29.4343","29.0505","","0.32%"
"2023- 12- 21","29.1056","29.1333","29.2707","29.0222","","-0.02%"
"2023- 12- 20","29.1117","29.0918","29.1928","28.9883","","0.14%"
"2023- 12- 19","29.0701","29.0593","29.1749","28.9457","","0.11%"
"2023- 12- 18","29.0376","29.0000","29.1273","28.8654","","0.30%"
"2023- 12- 15","28.9511","28.9870","29.1350","28.8513","","-0.06%"
"2023- 12- 14","28.9673","28.9734","29.1101","28.8475","","0.07%"
"2023- 12- 13","28.9457","28.9822","29.1547","28.8625","","0.15%"
"2023- 12- 12","28.9031","28.9550","29.1170","28.8545","","-0.14%"
"2023- 12- 11","28.9434","28.9453","29.1292","28.8442","","0.30%"
"2023- 12- 08","28.8557","28.9234","29.1213","28.8176","","-0.23%"
"2023- 12- 07","28.9211","28.8895","29.0140","28.7992","","0.17%"
"2023- 12- 06","28.8728","28.9005","29.0233","28.7852","","0.00%"
"2023- 12- 05","28.8724","28.9284","29.0231","28.7771","","-0.20%"
"2023- 12- 04","28.9293","28.9128","29.1292","28.7631","","0.14%"
"2023- 12- 01","28.8885","28.8743","29.0180","28.6971","","0.12%"
"2023- 11- 30","28.8552","28.9249","29.0315","28.6602","","-0.08%"
"2023- 11- 29","28.8787","28.9164","29.0214","28.7838","","-0.04%"
"2023- 11- 28","28.8900","28.9069","29.0112","28.7915","","0.03%"
"2023- 11- 27","28.8823","28.8656","28.9945","28.7475","","0.08%"
"2023- 11- 24","28.8606","28.8222","28.9881","28.7283","","0.28%"
"2023- 11- 23","28.7799","28.8333","28.9496","28.4885","","-0.17%"
"2023- 11- 22","28.8282","28.7809","28.9269","28.6871","","0.21%"
"2023- 11- 21","28.7688","28.7591","28.8811","28.5900","","0.27%"
"2023- 11- 20","28.6900","28.6770","28.8538","28.5550","","0.12%"
"2023- 11- 17","28.6545","28.6095","28.8794","28.4230","","0.39%"
"2023- 11- 16","28.5422","28.6758","28.7955","28.5189","","-0.39%"
"2023- 11- 15","28.6553","28.6228","28.8522","28.3692","","0.13%"
"2023- 11- 14","28.6189","28.5990","28.7747","28.4963","","0.20%"
"2023- 11- 13","28.5604","28.5450","28.6851","28.4350","","0.12%"
"2023- 11- 10","28.5251","28.4725","28.8050","28.4030","","0.40%"
"2023- 11- 09","28.4110","28.4681","28.6089","28.3575","","-0.08%"
"2023- 11- 08","28.4324","28.4882","28.6161","28.3404","","-0.06%"
"2023- 11- 07","28.4483","28.4428","28.6687","28.3345","","0.30%"
"2023- 11- 06","28.3618","28.2150","28.5210","28.2150","","-0.06%"
"2023- 11- 03","28.3775","28.3534","28.6173","28.1940","","0.22%"
"2023- 11- 02","28.3161","28.3248","28.4791","28.1595","","0.01%"
"2023- 11- 01","28.3125","28.3123","28.4125","28.1150","","0.13%"
"2023- 10- 31","28.2752","28.2602","28.4988","28.0940","","0.16%"
"2023- 10- 30","28.2289","28.2296","28.4035","28.0220","","0.23%"
"2023- 10- 27","28.1636","28.1656","28.3487","27.9522","","0.13%"
"2023- 10- 26","28.1282","28.1306","28.3807","27.9815","","0.05%"
"2023- 10- 25","28.1139","28.1019","28.3559","27.9986","","0.05%"
"2023- 10- 24","28.1008","28.0813","28.2477","27.9375","","0.15%"
"2023- 10- 23","28.0588","27.9997","28.1653","27.9092","","0.40%"
"2023- 10- 20","27.9483","27.9721","28.2586","27.7346","","-0.03%"
"2023- 10- 19","27.9569","28.0050","28.2200","27.8645","","-0.15%"
"2023- 10- 18","27.9978","27.9005","28.2640","27.8402","","0.28%"
"2023- 10- 17","27.9187","27.8620","28.0576","27.6243","","0.23%"
"2023- 10- 16","27.8552","27.8040","27.9890","27.6026","","0.34%"
"2023- 10- 13","27.7612","27.7442","27.9603","27.6529","","0.24%"
"2023- 10- 12","27.6950","27.7024","27.8321","27.5934","","-0.01%"
"2023- 10- 11","27.6979","27.7269","27.9132","27.5410","","-0.03%"
"2023- 10- 10","27.7050","27.6978","28.0058","27.5370","","0.14%"
"2023- 10- 09","27.6650","27.6298","28.2213","27.4286","","0.45%"
"2023- 10- 06","27.5405","27.5645","27.9565","27.4118","","0.12%"
"2023- 10- 05","27.5067","27.5683","27.6572","27.3555","","0.04%"
"2023- 10- 04","27.4944","27.4828","27.7523","27.3795","","0.11%"
"2023- 10- 03","27.4633","27.4645","27.7148","27.3550","","0.14%"
"2023- 10- 02","27.4241","27.4042","27.8160","27.2744","","0.19%"
"2023- 09- 29","27.3712","27.3835","27.6716","27.2854","","0.03%"
"2023- 09- 28","27.3628","27.0666","27.5274","27.0259","","1.98%"
"2023- 09- 27","26.8303","27.2509","27.8100","26.8890","","-1.55%"
"2023- 09- 26","27.2514","27.2199","27.6140","27.0933","","0.26%"
"2023- 09- 25","27.1807","27.1700","27.3466","27.0657","","0.28%"
"2023- 09- 22","27.1038","27.1168","27.4477","27.0217","","-0.03%"
"2023- 09- 21","27.1121","27.0217","27.2389","26.6712","","0.49%"
"2023- 09- 20","26.9806","27.0167","27.1866","26.7194","","0.14%"
"2023- 09- 19","26.9440","27.0178","27.2183","26.7614","","-0.25%"
"2023- 09- 18","27.0121","26.9947","27.1066","26.7655","","0.35%"
"2023- 09- 15","26.9191","26.9489","27.2100","26.8004","","0.21%"
"2023- 09- 14","26.8625","26.9415","27.3548","26.8051","","-0.22%"
"2023- 09- 13","26.9215","26.8896","27.1423","26.7940","","0.27%"
"2023- 09- 12","26.8494","26.8757","27.1717","26.7057","","0.17%"
"2023- 09- 11","26.8047","26.8502","26.9743","26.5994","","-0.07%"
"2023- 09- 08","26.8228","26.8340","27.0792","26.7201","","0.15%"
"2023- 09- 07","26.7827","26.8200","27.1250","26.6471","","-0.04%"
"2023- 09- 06","26.7923","26.7756","26.9375","26.4571","","0.10%"
"2023- 09- 05","26.7646","26.7502","26.9065","26.5217","","0.09%"
"2023- 09- 04","26.7395","26.7167","26.9525","26.4798","","0.41%"
"2023- 09- 01","26.6311","26.6979","26.8312","26.5807","","-0.07%"
"2023- 08- 31","26.6502","26.7079","26.8719","26.5130","","-0.14%"
"2023- 08- 30","26.6868","26.5542","26.8545","26.3807","","0.50%"
"2023- 08- 29","26.5544","26.4894","26.7425","25.7953","","0.19%"
"2023- 08- 28","26.5030","26.3550","26.6710","26.3265","","-0.16%"
"2023- 08- 25","26.5465","25.7231","26.6600","25.6683","","2.96%"
"2023- 08- 24","25.7824","27.1961","27.3724","25.1590","","-5.14%"
"2023- 08- 23","27.1792","27.2045","27.3822","27.0467","","-0.03%"
"2023- 08- 22","27.1866","27.1572","27.3752","27.0106","","0.18%"
"2023- 08- 21","27.1390","27.1112","27.3064","26.9710","","0.40%"
"2023- 08- 18","27.0307","27.1071","27.2757","26.9325","","0.00%"
"2023- 08- 17","27.0317","27.0670","27.2890","26.9375","","-0.02%"
"2023- 08- 16","27.0381","27.0620","27.1735","26.9200","","-0.02%"
"2023- 08- 15","27.0440","27.0410","27.1917","26.8923","","0.11%"
"2023- 08- 14","27.0136","26.9538","27.3264","26.7817","","0.56%"
"2023- 08- 11","26.8632","27.0115","27.3167","26.8213","","-0.50%"
"2023- 08- 10","26.9986","27.0107","27.1789","26.5399","","0.04%"
"2023- 08- 09","26.9891","26.9798","27.3439","26.8283","","0.04%"
"2023- 08- 08","26.9794","26.9874","27.4184","26.8496","","0.02%"
"2023- 08- 07","26.9746","26.9748","27.1342","26.8132","","0.14%"
"2023- 08- 04","26.9371","26.9766","27.4131","26.8148","","-0.11%"
"2023- 08- 03","26.9670","26.9605","27.4725","26.8470","","0.04%"
"2023- 08- 02","26.9564","26.9657","27.3352","26.8210","","0.23%"
"2023- 08- 01","26.8938","26.9289","27.2537","26.8245","","-0.01%"
"2023- 07- 31","26.8955","26.8701","27.0768","26.7973","","-0.02%"
"2023- 07- 28","26.9003","26.9510","27.1623","26.7953","","-0.14%"
"2023- 07- 27","26.9392","26.9352","27.1229","26.7569","","0.08%"
"2023- 07- 26","26.9177","26.8995","27.0845","26.7190","","0.10%"
"2023- 07- 25","26.8918","26.9506","27.1814","26.7765","","-0.11%"
"2023- 07- 24","26.9217","26.9204","27.1812","26.7398","","-0.19%"
"2023- 07- 21","26.9729","26.7480","27.0825","26.6651","","0.92%"
"2023- 07- 20","26.7257","26.7927","27.1495","26.6192","","-0.18%"
"2023- 07- 19","26.7736","26.9252","27.3188","26.6133","","-0.54%"
"2023- 07- 18","26.9187","26.3508","27.1220","26.2227","","2.22%"
"2023- 07- 17","26.3351","26.1702","26.4592","25.9249","","0.92%"
"2023- 07- 14","26.0953","26.0419","26.3486","25.9564","","0.36%"
"2023- 07- 13","26.0026","26.1458","26.2966","25.9604","","-0.50%"
"2023- 07- 12","26.1328","26.1173","26.2700","25.9801","","0.54%"
"2023- 07- 11","25.9922","26.0973","26.2929","25.9158","","-0.39%"
"2023- 07- 10","26.0952","26.0676","26.2090","25.8712","","0.15%"
"2023- 07- 07","26.0552","26.0853","26.2651","25.8855","","-0.10%"
"2023- 07- 06","26.0823","26.0774","26.2878","25.6866","","0.03%"
"2023- 07- 05","26.0732","25.9993","26.2346","25.8414","","0.29%"
"2023- 07- 04","25.9966","25.9416","26.1987","25.7159","","0.35%"
"2023- 07- 03","25.9059","26.0510","26.2235","25.7132","","-0.54%"
"2023- 06- 30","26.0461","26.0378","26.1427","25.8298","","0.09%"
"2023- 06- 29","26.0235","26.0501","26.1373","25.9065","","-0.09%"
"2023- 06- 28","26.0481","26.0201","26.2304","25.8540","","0.18%"
"2023- 06- 27","26.0014","25.8861","26.2411","25.4209","","0.34%"
"2023- 06- 26","25.9137","25.2766","26.1788","25.0712","","2.70%"
"2023- 06- 23","25.2330","24.8850","26.0300","24.6885","","1.39%"
