"날짜","종가","시가","고가","저가","거래량","변동 %"
"2025- 01- 27","1,432.84","1,429.59","1,438.89","1,429.20","","0.34%"
"2025- 01- 24","1,427.98","1,435.84","1,438.73","1,426.14","","-0.44%"
"2025- 01- 23","1,434.30","1,437.12","1,441.49","1,432.34","","-0.06%"
"2025- 01- 22","1,435.12","1,433.28","1,439.32","1,429.44","","0.24%"
"2025- 01- 21","1,431.65","1,439.55","1,445.27","1,431.53","","-0.35%"
"2025- 01- 20","1,436.67","1,457.25","1,459.85","1,435.72","","-1.33%"
"2025- 01- 17","1,456.03","1,457.75","1,460.93","1,451.79","","0.02%"
"2025- 01- 16","1,455.75","1,456.46","1,460.92","1,449.48","","0.08%"
"2025- 01- 15","1,454.54","1,460.16","1,463.67","1,452.05","","-0.25%"
"2025- 01- 14","1,458.16","1,466.38","1,469.15","1,457.36","","-0.42%"
"2025- 01- 13","1,464.38","1,472.95","1,474.92","1,465.00","","-0.59%"
"2025- 01- 10","1,473.08","1,459.41","1,475.84","1,456.42","","1.08%"
"2025- 01- 09","1,457.41","1,457.90","1,465.59","1,454.40","","-0.07%"
"2025- 01- 08","1,458.48","1,455.11","1,465.18","1,448.75","","0.37%"
"2025- 01- 07","1,453.11","1,463.16","1,465.62","1,444.21","","-0.55%"
"2025- 01- 06","1,461.08","1,468.95","1,474.79","1,455.02","","-0.50%"
"2025- 01- 03","1,468.37","1,470.08","1,473.31","1,463.98","","-0.10%"
"2025- 01- 02","1,469.77","1,476.31","1,477.48","1,463.23","","-0.47%"
"2025- 01- 01","1,476.78","1,476.78","1,476.78","1,476.78","","0.00%"
"2024- 12- 31","1,476.78","1,472.08","1,479.69","1,469.84","","0.51%"
"2024- 12- 30","1,469.25","1,471.10","1,477.08","1,466.20","","-0.22%"
"2024- 12- 27","1,472.50","1,468.40","1,487.37","1,466.20","","0.37%"
"2024- 12- 26","1,467.08","1,457.21","1,471.27","1,456.63","","0.73%"
"2024- 12- 25","1,456.52","1,460.93","1,460.93","1,455.51","","-0.17%"
"2024- 12- 24","1,458.93","1,453.28","1,461.54","1,449.96","","0.53%"
"2024- 12- 23","1,451.28","1,446.05","1,455.75","1,445.51","","0.46%"
"2024- 12- 20","1,444.57","1,445.95","1,453.69","1,442.94","","0.00%"
"2024- 12- 19","1,444.52","1,454.68","1,454.90","1,442.69","","-0.56%"
"2024- 12- 18","1,452.70","1,439.24","1,456.84","1,434.27","","1.07%"
"2024- 12- 17","1,437.39","1,437.77","1,440.88","1,433.67","","0.04%"
"2024- 12- 16","1,436.81","1,433.10","1,440.47","1,428.10","","0.19%"
"2024- 12- 13","1,434.03","1,431.08","1,437.41","1,429.88","","0.23%"
"2024- 12- 12","1,430.67","1,429.81","1,435.36","1,427.68","","0.20%"
"2024- 12- 11","1,427.81","1,435.30","1,437.53","1,427.72","","-0.45%"
"2024- 12- 10","1,434.30","1,430.40","1,436.77","1,425.44","","0.41%"
"2024- 12- 09","1,428.40","1,424.95","1,439.36","1,424.64","","0.30%"
"2024- 12- 06","1,424.14","1,415.22","1,429.82","1,413.98","","0.77%"
"2024- 12- 05","1,413.28","1,413.19","1,419.83","1,411.21","","0.15%"
"2024- 12- 04","1,411.13","1,416.62","1,419.58","1,406.44","","-0.24%"
"2024- 12- 03","1,414.47","1,405.46","1,444.24","1,399.38","","0.75%"
"2024- 12- 02","1,403.96","1,395.95","1,408.05","1,395.52","","0.67%"
"2024- 11- 29","1,394.67","1,395.58","1,399.26","1,390.03","","0.07%"
"2024- 11- 28","1,393.73","1,392.04","1,398.02","1,389.98","","0.37%"
"2024- 11- 27","1,388.58","1,397.32","1,399.89","1,389.57","","-0.55%"
"2024- 11- 26","1,396.24","1,399.58","1,408.65","1,394.06","","-0.13%"
"2024- 11- 25","1,398.06","1,402.10","1,404.77","1,396.20","","-0.31%"
"2024- 11- 22","1,402.40","1,400.59","1,408.73","1,398.58","","0.23%"
"2024- 11- 21","1,399.15","1,400.02","1,402.90","1,395.02","","0.08%"
"2024- 11- 20","1,398.02","1,393.51","1,401.81","1,388.29","","0.41%"
"2024- 11- 19","1,392.32","1,391.96","1,397.39","1,388.58","","0.13%"
"2024- 11- 18","1,390.50","1,395.95","1,401.10","1,387.50","","-0.23%"
"2024- 11- 15","1,393.68","1,405.43","1,410.33","1,393.10","","-0.79%"
"2024- 11- 14","1,404.75","1,405.42","1,411.95","1,399.11","","0.05%"
"2024- 11- 13","1,404.09","1,408.00","1,411.59","1,395.68","","-0.12%"
"2024- 11- 12","1,405.80","1,400.89","1,410.34","1,398.24","","0.48%"
"2024- 11- 11","1,399.08","1,398.05","1,402.96","1,392.14","","0.20%"
"2024- 11- 08","1,396.23","1,383.06","1,400.73","1,381.87","","1.18%"
"2024- 11- 07","1,379.89","1,402.01","1,404.95","1,381.05","","-1.46%"
"2024- 11- 06","1,400.36","1,379.18","1,404.96","1,374.51","","1.71%"
"2024- 11- 05","1,376.88","1,374.44","1,382.00","1,373.46","","0.31%"
"2024- 11- 04","1,372.60","1,377.60","1,380.34","1,368.58","","-0.43%"
"2024- 11- 01","1,378.48","1,373.79","1,381.41","1,372.28","","0.43%"
"2024- 10- 31","1,372.58","1,379.51","1,382.41","1,372.95","","-0.41%"
"2024- 10- 30","1,378.27","1,384.30","1,386.20","1,374.08","","-0.36%"
"2024- 10- 29","1,383.24","1,382.82","1,390.45","1,378.15","","0.08%"
"2024- 10- 28","1,382.09","1,389.95","1,390.80","1,381.82","","-0.42%"
"2024- 10- 25","1,387.95","1,379.41","1,394.18","1,376.53","","0.68%"
"2024- 10- 24","1,378.55","1,380.56","1,383.81","1,377.41","","-0.10%"
"2024- 10- 23","1,379.93","1,379.86","1,386.31","1,377.51","","0.12%"
"2024- 10- 22","1,378.27","1,379.77","1,383.30","1,376.57","","-0.05%"
"2024- 10- 21","1,379.02","1,369.77","1,382.14","1,366.35","","0.78%"
"2024- 10- 18","1,368.37","1,371.21","1,374.54","1,367.71","","-0.11%"
"2024- 10- 17","1,369.84","1,364.42","1,374.01","1,361.94","","0.45%"
"2024- 10- 16","1,363.70","1,364.05","1,367.74","1,359.44","","0.00%"
"2024- 10- 15","1,363.65","1,358.40","1,367.38","1,355.35","","0.54%"
"2024- 10- 14","1,356.26","1,349.32","1,361.57","1,349.31","","0.58%"
"2024- 10- 11","1,348.41","1,350.74","1,353.63","1,345.06","","-0.05%"
"2024- 10- 10","1,349.15","1,347.47","1,355.98","1,344.46","","0.26%"
"2024- 10- 09","1,345.70","1,341.26","1,348.90","1,338.81","","0.48%"
"2024- 10- 08","1,339.28","1,345.88","1,351.83","1,340.61","","-0.44%"
"2024- 10- 07","1,345.15","1,346.87","1,350.65","1,342.79","","-0.09%"
"2024- 10- 04","1,346.41","1,335.14","1,351.96","1,330.91","","0.99%"
"2024- 10- 03","1,333.21","1,325.07","1,338.27","1,322.68","","0.71%"
"2024- 10- 02","1,323.82","1,324.79","1,326.07","1,317.27","","0.00%"
"2024- 10- 01","1,323.77","1,317.55","1,326.00","1,315.57","","0.51%"
"2024- 09- 30","1,317.01","1,310.00","1,319.24","1,302.94","","0.67%"
"2024- 09- 27","1,308.30","1,313.70","1,323.47","1,306.49","","-0.34%"
"2024- 09- 26","1,312.72","1,335.54","1,336.89","1,312.92","","-1.56%"
"2024- 09- 25","1,333.54","1,325.94","1,338.98","1,323.31","","0.63%"
"2024- 09- 24","1,325.18","1,334.06","1,338.53","1,325.13","","-0.63%"
"2024- 09- 23","1,333.62","1,332.50","1,340.43","1,331.93","","0.15%"
"2024- 09- 20","1,331.64","1,328.69","1,338.20","1,326.77","","0.36%"
"2024- 09- 19","1,326.86","1,322.96","1,337.33","1,324.43","","0.59%"
"2024- 09- 18","1,319.09","1,321.56","1,328.02","1,316.78","","0.04%"
"2024- 09- 17","1,318.60","1,320.85","1,321.85","1,315.45","","-0.14%"
"2024- 09- 16","1,320.45","1,330.03","1,331.01","1,317.08","","-0.58%"
"2024- 09- 13","1,328.21","1,337.32","1,338.56","1,324.89","","-0.55%"
"2024- 09- 12","1,335.56","1,339.79","1,343.97","1,336.01","","-0.26%"
"2024- 09- 11","1,338.99","1,344.30","1,345.51","1,336.63","","-0.31%"
"2024- 09- 10","1,343.21","1,342.82","1,346.37","1,339.80","","0.12%"
"2024- 09- 09","1,341.66","1,338.77","1,348.53","1,337.15","","0.33%"
"2024- 09- 06","1,337.26","1,333.61","1,340.54","1,325.40","","0.32%"
"2024- 09- 05","1,333.04","1,335.16","1,339.10","1,331.38","","-0.02%"
"2024- 09- 04","1,333.34","1,341.01","1,344.96","1,333.36","","-0.44%"
"2024- 09- 03","1,339.29","1,338.25","1,345.08","1,335.81","","0.14%"
"2024- 09- 02","1,337.48","1,337.57","1,341.69","1,336.04","","0.07%"
"2024- 08- 30","1,336.56","1,334.33","1,339.07","1,331.84","","0.25%"
"2024- 08- 29","1,333.24","1,337.49","1,339.28","1,327.28","","-0.21%"
"2024- 08- 28","1,335.98","1,327.33","1,339.99","1,326.77","","0.77%"
"2024- 08- 27","1,325.77","1,328.65","1,335.54","1,326.50","","-0.13%"
"2024- 08- 26","1,327.48","1,324.78","1,329.95","1,317.81","","0.31%"
"2024- 08- 23","1,323.43","1,342.70","1,344.07","1,323.35","","-1.33%"
"2024- 08- 22","1,341.29","1,334.28","1,344.31","1,331.39","","0.64%"
"2024- 08- 21","1,332.76","1,329.29","1,340.50","1,326.22","","0.39%"
"2024- 08- 20","1,327.54","1,332.35","1,337.10","1,324.32","","-0.31%"
"2024- 08- 19","1,331.64","1,350.04","1,350.95","1,329.79","","-1.29%"
"2024- 08- 16","1,349.11","1,365.17","1,366.50","1,349.15","","-1.11%"
"2024- 08- 15","1,364.22","1,358.30","1,367.07","1,354.51","","0.61%"
"2024- 08- 14","1,356.00","1,362.94","1,365.31","1,353.29","","-0.40%"
"2024- 08- 13","1,361.41","1,370.33","1,373.90","1,361.94","","-0.55%"
"2024- 08- 12","1,368.88","1,365.19","1,373.94","1,363.11","","0.34%"
"2024- 08- 09","1,364.19","1,374.06","1,378.06","1,360.68","","-0.67%"
"2024- 08- 08","1,373.43","1,376.15","1,380.26","1,373.70","","-0.08%"
"2024- 08- 07","1,374.47","1,375.65","1,379.61","1,372.67","","0.00%"
"2024- 08- 06","1,374.52","1,368.14","1,380.49","1,365.78","","0.59%"
"2024- 08- 05","1,366.40","1,358.14","1,374.40","1,354.48","","0.72%"
"2024- 08- 02","1,356.63","1,370.39","1,378.80","1,357.31","","-0.91%"
"2024- 08- 01","1,369.08","1,369.18","1,371.65","1,360.93","","0.00%"
"2024- 07- 31","1,369.08","1,384.32","1,386.72","1,366.79","","-0.99%"
"2024- 07- 30","1,382.81","1,381.84","1,387.04","1,379.39","","0.16%"
"2024- 07- 29","1,380.57","1,384.82","1,387.39","1,379.69","","-0.23%"
"2024- 07- 26","1,383.72","1,383.73","1,388.53","1,381.10","","0.11%"
"2024- 07- 25","1,382.22","1,383.75","1,388.93","1,379.20","","0.00%"
"2024- 07- 24","1,382.17","1,386.05","1,388.90","1,378.76","","-0.17%"
"2024- 07- 23","1,384.59","1,387.99","1,389.08","1,382.04","","-0.17%"
"2024- 07- 22","1,386.99","1,389.83","1,391.10","1,386.60","","-0.13%"
"2024- 07- 19","1,388.79","1,386.01","1,392.11","1,383.65","","0.31%"
"2024- 07- 18","1,384.48","1,379.67","1,387.05","1,375.78","","0.43%"
"2024- 07- 17","1,378.51","1,383.84","1,384.95","1,375.45","","-0.31%"
"2024- 07- 16","1,382.77","1,385.31","1,387.97","1,381.60","","-0.10%"
"2024- 07- 15","1,384.17","1,375.13","1,386.17","1,374.38","","0.76%"
"2024- 07- 12","1,373.67","1,372.30","1,380.27","1,369.54","","0.20%"
"2024- 07- 11","1,370.96","1,383.94","1,384.84","1,369.82","","-0.86%"
"2024- 07- 10","1,382.81","1,383.86","1,388.38","1,382.08","","-0.01%"
"2024- 07- 09","1,382.92","1,384.18","1,387.24","1,380.66","","-0.03%"
"2024- 07- 08","1,383.27","1,377.51","1,386.00","1,376.45","","0.49%"
"2024- 07- 05","1,376.57","1,380.32","1,384.33","1,376.14","","-0.26%"
"2024- 07- 04","1,380.22","1,387.59","1,388.07","1,379.28","","-0.47%"
"2024- 07- 03","1,386.80","1,386.73","1,392.65","1,381.54","","0.06%"
"2024- 07- 02","1,386.03","1,383.53","1,390.82","1,381.87","","0.26%"
"2024- 07- 01","1,382.50","1,381.28","1,385.57","1,377.29","","0.13%"
"2024- 06- 28","1,380.73","1,387.71","1,390.18","1,374.64","","-0.41%"
"2024- 06- 27","1,386.35","1,394.31","1,395.77","1,383.49","","-0.47%"
"2024- 06- 26","1,392.90","1,391.58","1,395.25","1,387.66","","0.18%"
"2024- 06- 25","1,390.44","1,386.79","1,392.64","1,383.85","","0.29%"
"2024- 06- 24","1,386.37","1,388.95","1,393.22","1,384.48","","-0.05%"
"2024- 06- 21","1,387.01","1,392.64","1,393.94","1,385.92","","-0.35%"
"2024- 06- 20","1,391.93","1,382.45","1,393.56","1,380.03","","0.79%"
"2024- 06- 19","1,380.97","1,379.74","1,384.01","1,377.44","","0.17%"
"2024- 06- 18","1,378.64","1,379.94","1,385.97","1,377.63","","0.01%"
"2024- 06- 17","1,378.46","1,383.31","1,384.41","1,377.81","","-0.24%"
"2024- 06- 14","1,381.84","1,376.47","1,387.43","1,374.67","","0.47%"
"2024- 06- 13","1,375.35","1,371.08","1,378.97","1,365.58","","0.40%"
"2024- 06- 12","1,369.84","1,378.70","1,381.26","1,363.59","","-0.56%"
"2024- 06- 11","1,377.50","1,374.81","1,381.39","1,374.55","","0.28%"
"2024- 06- 10","1,373.60","1,380.06","1,383.31","1,373.80","","-0.38%"
"2024- 06- 07","1,378.80","1,364.61","1,380.67","1,363.15","","1.11%"
"2024- 06- 06","1,363.71","1,369.85","1,370.90","1,364.00","","-0.35%"
"2024- 06- 05","1,368.48","1,374.42","1,378.06","1,367.26","","-0.32%"
"2024- 06- 04","1,372.93","1,371.70","1,379.18","1,368.91","","0.19%"
"2024- 06- 03","1,370.36","1,383.10","1,383.80","1,371.17","","-0.82%"
"2024- 05- 31","1,381.68","1,376.30","1,388.65","1,373.97","","0.50%"
"2024- 05- 30","1,374.74","1,371.46","1,382.32","1,369.08","","0.34%"
"2024- 05- 29","1,370.08","1,363.87","1,372.04","1,361.14","","0.56%"
"2024- 05- 28","1,362.42","1,361.69","1,364.63","1,355.27","","0.18%"
"2024- 05- 27","1,359.93","1,367.01","1,368.68","1,360.82","","-0.44%"
"2024- 05- 24","1,365.93","1,368.70","1,373.42","1,364.73","","-0.10%"
"2024- 05- 23","1,367.34","1,366.68","1,369.63","1,360.01","","0.19%"
"2024- 05- 22","1,364.73","1,364.41","1,368.56","1,359.92","","0.13%"
"2024- 05- 21","1,363.00","1,361.45","1,368.80","1,358.88","","0.22%"
"2024- 05- 20","1,359.97","1,353.81","1,362.76","1,353.45","","0.61%"
"2024- 05- 17","1,351.76","1,349.77","1,360.02","1,347.20","","0.24%"
"2024- 05- 16","1,348.49","1,353.47","1,354.74","1,342.88","","-0.33%"
"2024- 05- 15","1,352.96","1,365.48","1,367.01","1,352.34","","-0.87%"
"2024- 05- 14","1,364.79","1,366.86","1,372.06","1,363.61","","-0.10%"
"2024- 05- 13","1,366.11","1,371.11","1,373.20","1,365.15","","-0.26%"
"2024- 05- 10","1,369.65","1,366.08","1,371.99","1,363.67","","0.33%"
"2024- 05- 09","1,365.09","1,365.10","1,373.55","1,363.16","","0.05%"
"2024- 05- 08","1,364.39","1,359.44","1,368.39","1,357.14","","0.41%"
"2024- 05- 07","1,358.79","1,355.50","1,361.56","1,353.18","","0.29%"
"2024- 05- 06","1,354.91","1,357.23","1,361.34","1,353.15","","0.02%"
"2024- 05- 03","1,354.63","1,367.94","1,372.75","1,347.30","","-0.89%"
"2024- 05- 02","1,366.75","1,378.49","1,383.61","1,366.58","","-0.76%"
"2024- 05- 01","1,377.25","1,386.03","1,388.21","1,378.72","","-0.59%"
"2024- 04- 30","1,385.38","1,375.40","1,386.96","1,373.21","","0.78%"
"2024- 04- 29","1,374.67","1,378.10","1,384.45","1,373.20","","-0.13%"
"2024- 04- 26","1,376.43","1,372.16","1,379.40","1,370.20","","0.37%"
"2024- 04- 25","1,371.41","1,377.80","1,379.92","1,371.64","","-0.41%"
"2024- 04- 24","1,377.03","1,373.83","1,378.61","1,366.99","","0.29%"
"2024- 04- 23","1,373.05","1,379.33","1,380.22","1,371.42","","-0.41%"
"2024- 04- 22","1,378.73","1,375.50","1,384.05","1,374.51","","0.32%"
"2024- 04- 19","1,374.30","1,380.52","1,393.66","1,374.78","","-0.37%"
"2024- 04- 18","1,379.41","1,380.14","1,383.42","1,371.14","","0.04%"
"2024- 04- 17","1,378.86","1,389.95","1,392.28","1,379.46","","-0.77%"
"2024- 04- 16","1,389.50","1,388.05","1,400.82","1,387.30","","0.19%"
"2024- 04- 15","1,386.91","1,380.60","1,391.31","1,380.15","","0.52%"
"2024- 04- 12","1,379.69","1,368.48","1,386.56","1,366.39","","0.93%"
"2024- 04- 11","1,367.01","1,364.03","1,371.34","1,361.48","","0.26%"
"2024- 04- 10","1,363.43","1,352.42","1,366.60","1,346.32","","0.92%"
"2024- 04- 09","1,351.03","1,354.85","1,357.17","1,350.41","","-0.20%"
"2024- 04- 08","1,353.78","1,351.27","1,357.27","1,350.95","","0.21%"
"2024- 04- 05","1,350.91","1,351.65","1,356.30","1,348.42","","-0.01%"
"2024- 04- 04","1,351.08","1,345.47","1,352.00","1,343.04","","0.47%"
"2024- 04- 03","1,344.74","1,351.92","1,353.57","1,345.10","","-0.50%"
"2024- 04- 02","1,351.45","1,353.68","1,356.25","1,347.67","","-0.14%"
"2024- 04- 01","1,353.34","1,346.33","1,356.21","1,342.80","","0.61%"
"2024- 03- 29","1,345.09","1,350.70","1,350.78","1,343.53","","-0.33%"
"2024- 03- 28","1,349.48","1,350.55","1,353.34","1,342.64","","-0.03%"
"2024- 03- 27","1,349.82","1,344.10","1,353.61","1,341.46","","0.52%"
"2024- 03- 26","1,342.89","1,339.64","1,345.18","1,334.26","","0.30%"
"2024- 03- 25","1,338.84","1,344.10","1,344.82","1,334.68","","-0.34%"
"2024- 03- 22","1,343.43","1,335.41","1,347.58","1,329.70","","0.70%"
"2024- 03- 21","1,334.07","1,330.69","1,336.56","1,321.80","","0.37%"
"2024- 03- 20","1,329.18","1,337.48","1,342.22","1,330.34","","-0.60%"
"2024- 03- 19","1,337.24","1,337.01","1,341.56","1,335.99","","0.08%"
"2024- 03- 18","1,336.21","1,331.10","1,338.12","1,330.21","","0.42%"
"2024- 03- 15","1,330.63","1,324.70","1,333.46","1,322.48","","0.54%"
"2024- 03- 14","1,323.43","1,314.05","1,325.79","1,311.70","","0.73%"
"2024- 03- 13","1,313.79","1,312.48","1,319.74","1,309.34","","0.16%"
"2024- 03- 12","1,311.68","1,311.53","1,314.32","1,307.57","","0.07%"
"2024- 03- 11","1,310.74","1,316.95","1,318.85","1,307.02","","-0.40%"
"2024- 03- 08","1,316.00","1,324.20","1,327.08","1,311.83","","-0.54%"
"2024- 03- 07","1,323.09","1,330.12","1,332.93","1,323.48","","-0.45%"
"2024- 03- 06","1,329.03","1,336.58","1,337.78","1,329.19","","-0.48%"
"2024- 03- 05","1,335.40","1,332.05","1,337.72","1,330.36","","0.34%"
"2024- 03- 04","1,330.89","1,331.10","1,333.42","1,327.94","","0.03%"
"2024- 03- 01","1,330.52","1,335.81","1,337.25","1,331.36","","-0.32%"
"2024- 02- 29","1,334.78","1,335.90","1,337.58","1,330.81","","0.05%"
"2024- 02- 28","1,334.05","1,332.32","1,338.16","1,330.53","","0.15%"
"2024- 02- 27","1,332.05","1,332.37","1,333.69","1,329.55","","0.01%"
"2024- 02- 26","1,331.90","1,330.10","1,333.36","1,328.17","","0.15%"
"2024- 02- 23","1,329.95","1,327.51","1,334.31","1,326.77","","0.20%"
"2024- 02- 22","1,327.25","1,333.35","1,335.04","1,324.19","","-0.43%"
"2024- 02- 21","1,333.04","1,334.11","1,337.89","1,331.86","","-0.06%"
"2024- 02- 20","1,333.79","1,334.89","1,339.52","1,331.76","","0.01%"
"2024- 02- 19","1,333.72","1,332.95","1,336.56","1,330.65","","0.18%"
"2024- 02- 16","1,331.29","1,329.52","1,337.42","1,328.49","","0.21%"
"2024- 02- 15","1,328.55","1,332.10","1,335.29","1,328.45","","-0.10%"
"2024- 02- 14","1,329.91","1,341.21","1,341.60","1,330.00","","-0.81%"
"2024- 02- 13","1,340.73","1,329.30","1,343.97","1,326.73","","0.91%"
"2024- 02- 12","1,328.66","1,331.63","1,332.86","1,327.99","","-0.11%"
"2024- 02- 09","1,330.07","1,332.56","1,334.16","1,329.77","","-0.09%"
"2024- 02- 08","1,331.29","1,328.69","1,333.98","1,325.03","","0.23%"
"2024- 02- 07","1,328.29","1,327.27","1,330.29","1,322.28","","0.11%"
"2024- 02- 06","1,326.87","1,333.94","1,334.97","1,325.20","","-0.47%"
"2024- 02- 05","1,333.13","1,337.50","1,339.52","1,330.31","","-0.35%"
"2024- 02- 02","1,337.76","1,329.74","1,339.63","1,320.36","","0.66%"
"2024- 02- 01","1,328.95","1,334.46","1,336.29","1,328.90","","-0.35%"
"2024- 01- 31","1,333.59","1,331.10","1,336.99","1,327.61","","0.38%"
"2024- 01- 30","1,328.53","1,333.61","1,334.04","1,326.66","","-0.33%"
"2024- 01- 29","1,332.96","1,337.95","1,339.22","1,331.47","","-0.28%"
"2024- 01- 26","1,336.75","1,337.31","1,339.75","1,332.81","","0.04%"
"2024- 01- 25","1,336.27","1,333.41","1,338.72","1,332.47","","0.32%"
"2024- 01- 24","1,331.98","1,339.10","1,341.42","1,328.61","","-0.43%"
"2024- 01- 23","1,337.74","1,339.55","1,341.94","1,331.38","","-0.10%"
"2024- 01- 22","1,339.05","1,333.75","1,341.51","1,330.42","","0.40%"
"2024- 01- 19","1,333.66","1,339.75","1,339.99","1,332.10","","-0.36%"
"2024- 01- 18","1,338.43","1,345.40","1,346.99","1,335.65","","-0.41%"
"2024- 01- 17","1,343.95","1,339.01","1,350.61","1,337.03","","0.43%"
"2024- 01- 16","1,338.13","1,320.58","1,340.71","1,320.21","","1.39%"
"2024- 01- 15","1,319.82","1,313.95","1,323.11","1,313.52","","0.50%"
"2024- 01- 12","1,313.22","1,314.60","1,317.70","1,307.29","","-0.05%"
"2024- 01- 11","1,313.86","1,319.37","1,321.04","1,312.38","","-0.38%"
"2024- 01- 10","1,318.93","1,320.59","1,323.54","1,316.49","","-0.09%"
"2024- 01- 09","1,320.08","1,312.17","1,321.93","1,308.82","","0.63%"
"2024- 01- 08","1,311.77","1,315.10","1,321.50","1,311.63","","-0.18%"
"2024- 01- 05","1,314.16","1,314.54","1,322.77","1,307.19","","0.08%"
"2024- 01- 04","1,313.08","1,310.41","1,315.81","1,305.68","","0.27%"
"2024- 01- 03","1,309.50","1,310.95","1,313.59","1,304.49","","-0.14%"
"2024- 01- 02","1,311.32","1,293.30","1,314.93","1,290.95","","1.37%"
"2024- 01- 01","1,293.54","1,294.80","1,294.80","1,294.54","","-0.07%"
"2023- 12- 29","1,294.40","1,289.80","1,302.03","1,283.82","","0.40%"
"2023- 12- 28","1,289.23","1,294.88","1,295.64","1,285.13","","-0.27%"
"2023- 12- 27","1,292.78","1,294.95","1,296.46","1,291.72","","-0.09%"
"2023- 12- 26","1,293.99","1,296.39","1,300.15","1,291.82","","-0.11%"
"2023- 12- 25","1,295.43","1,298.72","1,299.45","1,296.12","","-0.14%"
"2023- 12- 22","1,297.25","1,296.95","1,303.93","1,295.80","","0.18%"
"2023- 12- 21","1,294.86","1,303.31","1,307.87","1,295.91","","-0.63%"
"2023- 12- 20","1,303.08","1,300.84","1,305.17","1,297.06","","0.22%"
"2023- 12- 19","1,300.21","1,303.94","1,310.57","1,299.72","","-0.21%"
"2023- 12- 18","1,302.89","1,302.10","1,305.36","1,296.26","","0.19%"
"2023- 12- 15","1,300.40","1,289.95","1,304.79","1,287.97","","0.91%"
"2023- 12- 14","1,288.65","1,305.96","1,306.64","1,288.31","","-0.48%"
"2023- 12- 13","1,294.83","1,312.48","1,321.32","1,294.40","","-1.23%"
"2023- 12- 12","1,310.90","1,316.73","1,319.28","1,307.05","","-0.41%"
"2023- 12- 11","1,316.25","1,316.10","1,321.52","1,314.34","","-0.01%"
"2023- 12- 08","1,316.41","1,314.09","1,320.44","1,304.33","","0.26%"
"2023- 12- 07","1,313.00","1,315.44","1,327.93","1,311.69","","-0.24%"
"2023- 12- 06","1,316.15","1,313.69","1,318.18","1,309.91","","0.20%"
"2023- 12- 05","1,313.58","1,310.67","1,318.74","1,307.89","","0.29%"
"2023- 12- 04","1,309.75","1,293.95","1,313.30","1,293.73","","1.26%"
"2023- 12- 01","1,293.40","1,300.91","1,308.78","1,293.97","","-0.46%"
"2023- 11- 30","1,299.35","1,290.66","1,301.61","1,286.42","","0.63%"
"2023- 11- 29","1,291.17","1,288.35","1,294.47","1,285.14","","0.30%"
"2023- 11- 28","1,287.25","1,298.41","1,298.91","1,285.70","","-0.75%"
"2023- 11- 27","1,296.95","1,301.95","1,308.60","1,297.65","","-0.46%"
"2023- 11- 24","1,302.97","1,301.22","1,308.83","1,296.65","","0.21%"
"2023- 11- 23","1,300.20","1,300.78","1,303.52","1,295.47","","-0.05%"
"2023- 11- 22","1,300.90","1,296.03","1,306.03","1,290.80","","0.49%"
"2023- 11- 21","1,294.52","1,288.51","1,296.63","1,283.53","","0.59%"
"2023- 11- 20","1,286.92","1,295.75","1,299.96","1,285.60","","-0.57%"
"2023- 11- 17","1,294.35","1,292.84","1,301.06","1,289.45","","0.16%"
"2023- 11- 16","1,292.34","1,305.11","1,310.16","1,287.60","","-0.94%"
"2023- 11- 15","1,304.61","1,305.10","1,308.53","1,296.81","","0.00%"
"2023- 11- 14","1,304.65","1,319.47","1,330.45","1,302.83","","-1.10%"
"2023- 11- 13","1,319.11","1,318.10","1,326.35","1,317.25","","0.20%"
"2023- 11- 10","1,316.51","1,318.27","1,321.94","1,314.06","","-0.04%"
"2023- 11- 09","1,317.04","1,309.11","1,318.70","1,302.31","","0.71%"
"2023- 11- 08","1,307.71","1,304.95","1,315.23","1,298.44","","0.25%"
"2023- 11- 07","1,304.49","1,299.31","1,313.16","1,298.60","","0.48%"
"2023- 11- 06","1,298.29","1,307.95","1,312.90","1,291.77","","-0.76%"
"2023- 11- 03","1,308.23","1,334.33","1,336.92","1,304.21","","-1.90%"
"2023- 11- 02","1,333.59","1,348.82","1,349.38","1,328.52","","-1.05%"
"2023- 11- 01","1,347.79","1,353.15","1,359.76","1,348.12","","-0.32%"
"2023- 10- 31","1,352.15","1,346.49","1,356.01","1,345.26","","0.48%"
"2023- 10- 30","1,345.63","1,357.05","1,357.45","1,345.52","","-0.68%"
"2023- 10- 27","1,354.91","1,353.57","1,358.34","1,347.76","","0.16%"
"2023- 10- 26","1,352.69","1,352.90","1,360.72","1,351.70","","0.02%"
"2023- 10- 25","1,352.44","1,344.34","1,354.15","1,343.22","","0.64%"
"2023- 10- 24","1,343.88","1,343.69","1,347.76","1,340.23","","0.13%"
"2023- 10- 23","1,342.12","1,350.34","1,355.31","1,342.70","","-0.52%"
"2023- 10- 20","1,349.08","1,357.11","1,359.78","1,349.18","","-0.51%"
"2023- 10- 19","1,356.02","1,355.48","1,360.86","1,352.65","","0.16%"
"2023- 10- 18","1,353.86","1,353.55","1,358.31","1,347.54","","0.07%"
"2023- 10- 17","1,352.98","1,348.25","1,357.92","1,347.13","","0.38%"
"2023- 10- 16","1,347.91","1,353.08","1,356.62","1,347.69","","-0.32%"
"2023- 10- 13","1,352.21","1,349.40","1,353.95","1,347.19","","0.24%"
